Song Name,Artist,Genre,Popularity,Danceability ,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence
Santa Tell Me,Ariana Grande,"['dance pop', 'pop', 'post-teen pop']",61,0.525,0.621,-7.364,0.116,0.0489,0.294,191.9,204093,0.591
Rockin' Around The Christmas Tree,Brenda Lee,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly', 'vocal jazz']",58,0.589,0.472,-8.749,0.0502,0.614,0.505,67.196,126267,0.898
It's Beginning to Look a Lot like Christmas,Michael Bubl?,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",55,0.339,0.214,-11.714,0.0375,0.908,0.341,94.775,206640,0.363
It's the Most Wonderful Time of the Year,Andy Williams,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz']",55,0.24,0.598,-8.435,0.0369,0.766,0.117,201.629,151933,0.776
Underneath the Tree,Kelly Clarkson,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']",49,0.509,0.812,-5.439,0.0537,0.00128,0.214,159.878,229640,0.689
Feliz Navidad,Jos? Feliciano,"['latin pop', 'puerto rican pop']",49,0.513,0.831,-9.004,0.0383,0.55,0.336,148.837,182067,0.963
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",54,0.451,0.24,-14.014,0.0351,0.912,0.175,134.009,117147,0.701
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",53,0.652,0.259,-13.336,0.0595,0.903,0.362,142.169,155453,0.836
Mistletoe,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",59,0.657,0.56,-9.049,0.0467,0.498,0.0794,161.993,182947,0.854
Do They Know It's Christmas? - 1984 Version,Band Aid,['musical advocacy'],51,0.599,0.642,-6.936,0.0363,0.164,0.0992,115.412,222533,0.349
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock', 'soft rock']",51,0.774,0.511,-8.914,0.0319,0.322,0.0672,94.736,227653,0.771
Holly Jolly Christmas,Michael Bubl?,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",48,0.647,0.465,-8.308,0.0428,0.865,0.0882,151.251,119787,0.699
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono","['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock']",53,0.321,0.64,-10.023,0.0324,0.28,0.718,146.172,214333,0.414
The Christmas Song (Merry Christmas To You),Nat King Cole,"['adult standards', 'lounge', 'soul', 'vocal jazz']",53,0.319,0.21,-15.231,0.0341,0.92,0.138,78.696,192160,0.209
White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra","['adult standards', 'easy listening', 'lounge', 'swing', 'vocal jazz']",51,0.317,0.158,-16.485,0.0381,0.673,0.338,130.503,177480,0.247
Slay3r,Playboi Carti,"['atl hip hop', 'plugg', 'rap', 'trap']",63,0.885,0.661,-5.062,0.141,0.165,0.334,140.028,164591,0.436
A Holly Jolly Christmas - Single Version,Burl Ives,"['adult standards', 'american folk revival']",49,0.683,0.375,-13.056,0.0303,0.579,0.076,140.467,135533,0.888
Fairytale of New York (feat. Kirsty MacColl),The Pogues,"['celtic', 'celtic punk', 'celtic rock', 'folk punk', 'irish folk', 'punk']",55,0.271,0.551,-7.48,0.0457,0.582,0.256,78.111,272467,0.428
Merry Christmas Everyone,Shakin' Stevens,"['classic uk pop', 'new wave pop', 'rock-and-roll', 'rockabilly', 'soft rock']",47,0.534,0.904,-3.315,0.0369,0.129,0.128,202.899,220160,0.96
Blue Christmas,Elvis Presley,"['rock-and-roll', 'rockabilly']",49,0.465,0.27,-16.661,0.0425,0.9,0.145,94.518,129173,0.58
Santa Baby,Kylie Minogue,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop']",42,0.685,0.391,-7.183,0.0435,0.744,0.142,87.101,202547,0.443
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters","['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",49,0.724,0.276,-12.25,0.0599,0.76,0.116,112.874,155933,0.718
Step Into Christmas,Elton John,"['glam rock', 'mellow gold', 'piano rock']",43,0.526,0.925,-5.584,0.0363,0.102,0.305,140.308,272394,0.819
Show Out (with Skepta & Pop Smoke),Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",76,0.619,0.589,-6.531,0.124,0.43,0.378,143.896,174960,0.158
Investe Em Mim,Jonas Esticado,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",72,0.632,0.953,-1.283,0.0325,0.317,0.125,160.061,186533,0.798
Lance Individual,Jorge & Mateus,"['sertanejo', 'sertanejo universitario']",72,0.752,0.62,-5.536,0.0509,0.309,0.075,117.399,164459,0.962
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",43,0.666,0.841,-3.592,0.0312,0.613,0.113,128.706,126360,0.84
Have Yourself A Merry Little Christmas,Sam Smith,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",46,0.438,0.178,-9.402,0.0414,0.957,0.316,75.248,170964,0.344
Santa's Coming for Us,Sia,"['australian dance', 'australian pop', 'dance pop', 'pop']",49,0.547,0.814,-6.191,0.12,0.0215,0.0475,92.986,205267,0.724
My Only Wish (This Year),Britney Spears,"['dance pop', 'pop', 'post-teen pop']",43,0.669,0.843,-3.766,0.0268,0.169,0.195,147.08,255400,0.702
"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,"['contemporary country', 'country', 'country road', 'modern country rock']",44,0.583,0.572,-4.776,0.0366,0.738,0.266,113.998,173560,0.684
Like It's Christmas,Jonas Brothers,"['boy band', 'dance pop', 'pop', 'post-teen pop']",47,0.725,0.571,-6.007,0.102,0.0183,0.0519,146.035,200880,0.61
Christmas Without You,Ava Max,"['dance pop', 'pop']",45,0.654,0.596,-4.68,0.0458,0.424,0.11,118.078,169245,0.382
You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']",44,0.635,0.87,-4.291,0.04,0.0156,0.118,93,156773,0.912
Gnat,Eminem,"['detroit hip hop', 'hip hop', 'rap']",70,0.835,0.869,-4.582,0.27,0.248,0.462,140.945,224656,0.82
Santa Claus Is Coming to Town,Michael Bubl?,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",44,0.594,0.389,-7.109,0.0517,0.785,0.0313,122.331,171093,0.396
¡®tis the damn season,Taylor Swift,"['pop', 'post-teen pop']",66,0.575,0.434,-8.193,0.0312,0.735,0.105,145.916,229840,0.348
I Saw Mommy Kissing Santa Claus,The Jackson 5,"['motown', 'soul']",44,0.583,0.712,-8.222,0.0538,0.263,0.817,128.897,181267,0.614
Santa Baby (with Henri Ren? & His Orchestra),"Eartha Kitt, Henri Rene & His Orchestra","['adult standards', 'lounge', 'torch song', 'vocal jazz']",41,0.7,0.139,-12.346,0.0607,0.902,0.185,84.485,206067,0.49
Carol of the Bells,"Mykola Dmytrovych Leontovych, John Williams",['soundtrack'],51,0.418,0.106,-22.507,0.0448,0.994,0.179,46.718,85267,0.8
gold rush,Taylor Swift,"['pop', 'post-teen pop']",70,0.512,0.462,-10.491,0.0408,0.83,0.121,112.05,185320,0.353
The Christmas Song (Shawn Mendes & Camila Cabello),Shawn Mendes,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",42,0.341,0.181,-12.073,0.0366,0.888,0.137,83.608,196254,0.212
"Baby, It's Cold Outside",Dean Martin,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",44,0.469,0.196,-16.093,0.0571,0.882,0.0513,130.036,143733,0.537
One More Sleep,Leona Lewis,"['british soul', 'dance pop', 'europop', 'pop', 'post-teen pop', 'talent show']",42,0.638,0.813,-3.849,0.0362,0.464,0.344,112.986,239587,0.754
Naughty List (with Dixie),Liam Payne,"['dance pop', 'pop', 'post-teen pop']",51,0.619,0.771,-2.204,0.0601,0.0318,0.114,81.966,154747,0.704
I'll Be Home,Meghan Trainor,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",45,0.542,0.37,-7.779,0.0257,0.318,0.108,84.796,219653,0.289
Rudolph The Red-Nosed Reindeer,Dean Martin,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",41,0.478,0.201,-16.768,0.0332,0.919,0.0854,136.471,135760,0.857
Jingle Bells - Remastered 1999,Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",36,0.512,0.339,-13.119,0.0498,0.727,0.0977,174.609,120693,0.951
Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Mariah Carey,"['dance pop', 'pop', 'r&b', 'urban contemporary']",47,0.648,0.938,-3.298,0.115,0.0339,0.0564,78.496,200467,0.849
Do You Hear What I Hear? - Remastered 2006,Bing Crosby,"['adult standards', 'easy listening', 'lounge', 'swing', 'vocal jazz']",44,0.566,0.246,-15.499,0.0276,0.813,0.195,101.529,165667,0.412
Hallelujah,Pentatonix,['a cappella'],60,0.364,0.378,-7.381,0.0331,0.47,0.339,89.918,268960,0.366
This Christmas,Donny Hathaway,"['chicago soul', 'classic soul', 'funk', 'motown', 'neo soul', 'quiet storm', 'soul', 'southern soul']",42,0.634,0.645,-9.2,0.0376,0.292,0.246,93.047,231173,0.677
Winter Wonderland,Tony Bennett,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",29,0.604,0.497,-6.676,0.0319,0.727,0.102,126.011,149307,0.72
Christmas Tree Farm,Taylor Swift,"['pop', 'post-teen pop']",52,0.598,0.68,-4.505,0.0331,0.06,0.324,134.002,228027,0.437
Cozy Little Christmas,Katy Perry,"['dance pop', 'pop', 'post-teen pop']",41,0.774,0.608,-6.264,0.128,0.128,0.0895,137.494,182521,0.56
"Merry Christmas, Happy Holidays",*NSYNC,"['boy band', 'dance pop', 'pop', 'post-teen pop']",41,0.643,0.939,-3.967,0.0463,0.104,0.881,104.999,255307,0.756
tolerate it,Taylor Swift,"['pop', 'post-teen pop']",67,0.316,0.361,-10.381,0.0488,0.878,0.0797,74.952,245440,0.221
Please Come Home for Christmas - 2013 Remaster,Eagles,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",44,0.612,0.289,-11.568,0.0421,0.599,0.0561,183.18,177440,0.466
My Kind Of Present,Meghan Trainor,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",41,0.485,0.444,-6.232,0.195,0.373,0.0969,179.967,161013,0.777
happiness,Taylor Swift,"['pop', 'post-teen pop']",65,0.559,0.334,-10.733,0.0376,0.87,0.114,122.079,315147,0.211
ivy,Taylor Swift,"['pop', 'post-teen pop']",66,0.515,0.545,-9.277,0.0353,0.855,0.0921,88.856,260440,0.535
dorothea,Taylor Swift,"['pop', 'post-teen pop']",64,0.605,0.488,-8.322,0.0264,0.696,0.129,119.966,225880,0.354
coney island (feat. The National),Taylor Swift,"['pop', 'post-teen pop']",64,0.537,0.537,-11.266,0.0617,0.819,0.142,107.895,275320,0.292
evermore (feat. Bon Iver),Taylor Swift,"['pop', 'post-teen pop']",66,0.39,0.27,-10.673,0.0308,0.937,0.111,125.177,304107,0.32
long story short,Taylor Swift,"['pop', 'post-teen pop']",66,0.546,0.73,-7.704,0.0417,0.66,0.0972,157.895,215920,0.573
cowboy like me,Taylor Swift,"['pop', 'post-teen pop']",64,0.604,0.517,-9.014,0.0347,0.768,0.123,127.967,275040,0.511
marjorie,Taylor Swift,"['pop', 'post-teen pop']",64,0.535,0.561,-11.609,0.0484,0.876,0.115,96.103,257773,0.287
closure,Taylor Swift,"['pop', 'post-teen pop']",62,0.689,0.704,-10.813,0.245,0.835,0.134,151.884,180653,0.92
She Knows This,Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",64,0.39,0.724,-7.607,0.0889,0.162,0.393,165.945,216560,0.312
Another Day,Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",63,0.646,0.758,-7.75,0.0708,0.556,0.335,172.995,199787,0.0642
"Solo Dolo, Pt. III",Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",61,0.589,0.727,-6.907,0.0866,0.239,0.164,152.058,242267,0.52
Dive,Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",60,0.64,0.621,-8.269,0.0679,0.67,0.36,123.105,148707,0.332
Heaven On Earth,Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",59,0.786,0.61,-6.736,0.0558,0.379,0.0765,130.036,201093,0.228
Sad People,Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",62,0.636,0.647,-6.971,0.0381,0.247,0.113,158.073,176027,0.416
Damaged,Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",57,0.625,0.581,-7.1,0.0316,0.553,0.254,142.04,150853,0.267
YO VISTO AS?,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",73,0.688,0.881,-4.889,0.0474,0.0947,0.0804,123.013,191526,0.677
Beautiful Trip,Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",54,0.331,0.513,-15.392,0.632,0.972,0.882,133.971,37013,0.42
The Void,Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",61,0.464,0.459,-8.736,0.0314,0.365,0.117,142.017,325413,0.0786
cardigan,Taylor Swift,"['pop', 'post-teen pop']",79,0.613,0.581,-8.588,0.0424,0.537,0.25,130.033,239560,0.551
Real Shit (with benny blanco),Juice WRLD,"['chicago rap', 'melodic rap']",70,0.703,0.703,-4.672,0.133,0.605,0.12,76.017,183783,0.697
Teach Me How To Love,Shawn Mendes,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",68,0.592,0.885,-4.944,0.0807,0.0505,0.0843,98.991,202357,0.731
Blinding Lights (with ROSAL?A) - Remix,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",64,0.49,0.694,-5.793,0.0618,0.0133,0.0946,170.903,216123,0.249
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Tory Lanez, Jack Harlow","['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",80,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478,0.835
TE DESEO LO MEJOR,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",70,0.763,0.597,-5.054,0.0416,0.158,0.111,126.054,139576,0.194
Errbody,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",68,0.887,0.606,-6.572,0.324,0.000407,0.151,139.995,210699,0.272
Angels Like You,Miley Cyrus,"['dance pop', 'pop', 'post-teen pop']",77,0.672,0.642,-4.035,0.0313,0.0981,0.1,121.981,196453,0.494
Blue & Grey,BTS,"['k-pop', 'k-pop boy group']",77,0.547,0.605,-6.755,0.0415,0.42,0.125,121.953,254950,0.364
Mad at Disney,salem ilese,"['alt z', 'modern indie pop', 'social media pop']",76,0.738,0.621,-7.313,0.0486,0.424,0.692,113.968,136839,0.715
Safaera,"Bad Bunny, Jowell & Randy, ?engo Flow","['latin', 'reggaeton', 'trap latino']",79,0.607,0.829,-4.074,0.379,0.0103,0.107,96.172,295177,0.685
LA DROGA,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",70,0.643,0.727,-5.506,0.0389,0.0439,0.123,90.019,162299,0.295
GO (feat. Juice WRLD),The Kid LAROI,['australian hip hop'],78,0.487,0.74,-4.973,0.0944,0.157,0.612,73.779,181688,0.522
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,['cali rap'],77,0.721,0.745,-3.508,0.0366,0.151,0.372,90.988,192745,0.699
HOY COBR?,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",70,0.86,0.725,-6.7,0.249,0.0464,0.0994,145.001,162151,0.375
MALDITA POBREZA,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",67,0.762,0.861,-4.075,0.0652,0.139,0.0956,133.037,213609,0.588
EL MUNDO ES M?O,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",67,0.716,0.522,-6.834,0.0582,0.166,0.113,76.993,165199,0.224
SORRY PAPI,"Bad Bunny, ABRA","['latin', 'reggaeton', 'trap latino']",70,0.612,0.561,-6.054,0.0851,0.0601,0.145,191.911,163053,0.393
120,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",72,0.636,0.656,-5.542,0.0676,0.451,0.287,171.918,151506,0.439
TRELLAS,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",66,0.43,0.412,-5.372,0.0281,0.2,0.324,90.872,157673,0.0508
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock', 'soft rock']",51,0.774,0.511,-8.914,0.0319,0.322,0.0672,94.736,227653,0.771
Fly To My Room,BTS,"['k-pop', 'k-pop boy group']",76,0.764,0.526,-7.355,0.212,0.0484,0.0718,114.91,222243,0.588
Telepathy,BTS,"['k-pop', 'k-pop boy group']",77,0.787,0.669,-4.333,0.0428,0.00782,0.123,104.994,202313,0.57
Dis-ease,BTS,"['k-pop', 'k-pop boy group']",75,0.731,0.845,-5.352,0.132,0.0132,0.0782,101.085,239722,0.484
Stay,BTS,"['k-pop', 'k-pop boy group']",76,0.582,0.693,-5.048,0.0465,0.114,0.13,125.904,204800,0.341
Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,"['dance pop', 'pop', 'post-teen pop']",71,0.58,0.908,-5.303,0.0341,0.000335,0.087,115.016,213672,0.427
CANTARES DE NAVIDAD,Trio Vegabaje?o,"['latin', 'reggaeton', 'trap latino']",56,0.764,0.523,-7.371,0.0406,0.777,0.352,118.671,199720,0.962
